id,nom,groupe,muscles_primaires,muscles_secondaires,pattern,met,unilateral,image_url
hack-squat-inverse,Hack Squat Inversé,Fessiers,quads|glutes,hamstrings|calves,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/hack-squat-inverse.webp
press-jambes-45,Press Jambes 45°,Fessiers,quads|glutes,hamstrings|calves,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/presse-a-cuisse-exercice-musculation.webp
press-jambes-horizontale,Press Jambes Horizontale,Fessiers,quads|glutes,hamstrings|calves,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/machine/press-jambes-2.jpg
press-jambes-verticale,Press Jambes Verticale,Fessiers,quads|glutes,hamstrings|calves,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/presse-a-cuisses-verticale.webp
press-jambes-inclinee,Press Jambes Inclinée,Fessiers,quads|glutes,hamstrings|calves,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/presse-a-cuisses-inclinee.webp
press-jambes-levier,Press Jambes Levier,Fessiers,quads|glutes,hamstrings|calves,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/machine/press-jambes-6.jpg
presse-a-cuisses-iso-laterale,Presse à Cuisses Iso-Latérale,Fessiers,quads|glutes,hamstrings|calves|abs,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/presse-cuisse-iso-laterale-hammer-stenght.webp
fentes,Fentes,Fessiers,quads|glutes,hamstrings|calves|abs,fente,6.5,true,https://michdu75-commits.github.io/forcetracker/exercises/fente-avant-barre-femme.webp
fentes-marchees,Fentes Marchées,Fessiers,quads|glutes,hamstrings|calves|abs,fente,6.5,true,https://michdu75-commits.github.io/forcetracker/exercises/fentes-marchees-avec-sandbag.webp
fentes-arriere,Fentes Arrière,Fessiers,quads|glutes,hamstrings|calves|abs,fente,6.5,true,
fentes-laterales,Fentes Latérales,Fessiers,quads|glutes,hamstrings|calves|abs,fente,6.5,true,
fentes-kettlebell,Fentes Kettlebell,Fessiers,quads|glutes,hamstrings|calves|abs,fente,6.5,true,https://michdu75-commits.github.io/forcetracker/exercises/fentes-avant-kettlebell.webp
smith-machine-fentes,Smith Machine Fentes,Fessiers,quads|glutes,hamstrings|calves|abs,fente,6.5,true,https://michdu75-commits.github.io/forcetracker/exercises/split-squat-smith-machine.webp
montee-sur-box-step-up,Montée sur Box (Step-up),Fessiers,quads|glutes,hamstrings|calves|abs,fente,6.5,true,https://michdu75-commits.github.io/forcetracker/exercises/montee-sur-box-barre.webp
montee-sur-box-halteres,Montée sur Box Haltères,Fessiers,quads|glutes,hamstrings|calves|abs,fente,6.5,true,https://michdu75-commits.github.io/forcetracker/exercises/montee-sur-box-halteres-classique.webp
hyperextension-back-extension,Hyperextension (Back Extension),Lombaires,lower-back|glutes,hamstrings,hip-hinge,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/extension-lombaire-au-banc-45.webp
hyperextension-inverse-reverse-hyper,Hyperextension Inverse (Reverse Hyper),Lombaires,glutes|hamstrings,lower-back,hip-hinge,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/hyperextension-inverse-reverse-hyper.webp
hyperextension-lestee,Hyperextension Lestée,Lombaires,lower-back|glutes,hamstrings,hip-hinge,6.5,false,
hyperextension-machine,Hyperextension Machine,Lombaires,lower-back|glutes,hamstrings,hip-hinge,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/extension-lombaire-a-la-machine.webp
bird-dog,Bird Dog,Lombaires,abs|lower-back,glutes|obliques,gainage-abdos,5.5,false,https://michdu75-commits.github.io/forcetracker/exercises/bird-dog.webp
extension-lombaire-sur-ballon,Extension Lombaire sur Ballon,Lombaires,lower-back|glutes,hamstrings,hip-hinge,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/extension-lombaire-ballon.webp
planche-inversee,Planche Inversée,Abdominaux,glutes|lower-back,abs|hamstrings|rear-delt,gainage-abdos,5.5,false,https://michdu75-commits.github.io/forcetracker/exercises/planche-inversee.webp
inclinaison-lombaire-good-morning,Inclinaison Lombaire (Good Morning),Lombaires,hamstrings|glutes|lower-back,abs,hip-hinge,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/good-morning-exercice.webp
souleve-de-terre,Soulevé de Terre,Lombaires,glutes|hamstrings|lower-back,quads|traps|forearms|lats,hip-hinge,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/souleve-de-terre.webp
souleve-de-terre-roumain-barre,Soulevé de Terre Roumain Barre,Lombaires,hamstrings|glutes|lower-back,forearms|traps|lats,hip-hinge,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/souleve-de-terre-roumain-barre.webp
jefferson-curl,Jefferson Curl,Lombaires,lower-back|hamstrings,glutes|forearms,hip-hinge,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/jefferson-curl.webp
tirage-en-rack-rack-pull,Tirage en Rack (Rack Pull),Lombaires,lower-back|glutes|traps,hamstrings|lats|forearms,hip-hinge,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/rack-pull.webp
superman,Superman,Lombaires,lower-back|glutes,hamstrings|rear-delt,gainage-abdos,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/superman.webp
gainage,Gainage,Abdominaux,abs,obliques|front-delt|glutes|lower-back,gainage-abdos,5.5,false,https://michdu75-commits.github.io/forcetracker/exercises/planche-gainage.webp
planche-laterale-side-plank,Planche Latérale (Side Plank),Abdominaux,obliques,abs|front-delt|glutes|lower-back,gainage-abdos,5.5,false,https://michdu75-commits.github.io/forcetracker/exercises/planche-laterale.webp
hollow-body,Hollow Body,Abdominaux,abs,obliques|hip-flexors|front-delt,gainage-abdos,5.5,false,https://michdu75-commits.github.io/forcetracker/exercises/hollow-hold.webp
crunch,Crunch,Abdominaux,abs,obliques,gainage-abdos,4,false,https://michdu75-commits.github.io/forcetracker/exercises/crunch-au-sol.webp
crunch-poulie,Crunch Poulie,Abdominaux,abs,obliques,gainage-abdos,4,false,https://michdu75-commits.github.io/forcetracker/exercises/crunch-poulie-haute.webp
crunch-machine,Crunch Machine,Abdominaux,abs,obliques,gainage-abdos,4,false,https://michdu75-commits.github.io/forcetracker/exercises/crunch-machine.webp
rotation-machine-obliques,Rotation Machine Obliques,Abdominaux,obliques,abs,gainage-abdos,4,false,
releve-de-jambes,Relevé de Jambes,Abdominaux,abs|hip-flexors,obliques,gainage-abdos,5.5,false,https://michdu75-commits.github.io/forcetracker/exercises/releve-de-jambes-suspendu.webp
chaise-romaine,Chaise Romaine,Abdominaux,abs|hip-flexors,obliques,gainage-abdos,5.5,false,https://michdu75-commits.github.io/forcetracker/exercises/chaise-romaine-releve-jambes.webp
roue-abdominale-ab-wheel,Roue Abdominale (Ab Wheel),Abdominaux,abs,obliques|lats|front-delt,gainage-abdos,5.5,false,https://michdu75-commits.github.io/forcetracker/exercises/roue-abdominale.webp
rotation-russe-russian-twist,Rotation Russe (Russian Twist),Abdominaux,obliques|abs,hip-flexors|front-delt,gainage-abdos,5.5,false,https://michdu75-commits.github.io/forcetracker/exercises/rotation-russe.webp
drapeau-dragon-flag,Drapeau (Dragon Flag),Abdominaux,abs,obliques|hip-flexors|lats|front-delt,gainage-abdos,5.5,false,https://michdu75-commits.github.io/forcetracker/exercises/dragon-flag.webp
grimpeur-mountain-climber,Grimpeur (Mountain Climber),Abdominaux,abs|obliques,hip-flexors|front-delt|quads,gainage-abdos,8,false,https://michdu75-commits.github.io/forcetracker/exercises/grimpeur-mountain-climber.webp
elevations-mollets-debout,Élévations Mollets Debout,Mollets,calves,,mollets,4,false,https://michdu75-commits.github.io/forcetracker/exercises/elevations-mollets-debout-barre.webp
elevations-mollets-assis,Élévations Mollets Assis,Mollets,calves,,mollets,4,false,https://michdu75-commits.github.io/forcetracker/exercises/elevations-mollets-assis-barre.webp
elevations-mollets-unilateral,Élévations Mollets Unilatéral,Mollets,calves,,mollets,4,true,
presse-mollets-leg-press,Presse Mollets (Leg Press),Mollets,calves,,mollets,4,false,https://michdu75-commits.github.io/forcetracker/exercises/elevations-mollets-presse-45.webp
elevations-mollets-penche-donkey-calf-raise,Élévations Mollets Penché (Donkey Calf Raise),Mollets,calves,,mollets,4,false,https://michdu75-commits.github.io/forcetracker/exercises/elevations-mollets-donkey.webp
mollets-machine-debout,Mollets Machine Debout,Mollets,calves,,mollets,4,false,https://michdu75-commits.github.io/forcetracker/exercises/elevations-mollets-debout-machine.webp
mollets-machine-assise,Mollets Machine Assise,Mollets,calves,,mollets,4,false,https://michdu75-commits.github.io/forcetracker/exercises/elevations-mollets-assis-machine.webp
sauts-a-la-corde,Sauts à la Corde,Mollets,calves,quads,saut-plyo,8,false,https://michdu75-commits.github.io/forcetracker/exercises/sauts-a-la-corde.webp
curl-poignet-barre,Curl Poignet Barre,Avant-bras,forearms,,poignet,4,false,
extension-poignet-barre,Extension Poignet Barre,Avant-bras,forearms,,poignet,4,false,
pronation-supination-haltere,Pronation Supination Haltère,Avant-bras,forearms,,poignet,4,false,
planche-de-prehension,Planche de Préhension,Avant-bras,forearms,traps,gainage-abdos,4,false,
burpees,Burpees,Full Body,quads|glutes,pec|triceps|front-delt|abs|calves,saut-plyo,8,false,https://michdu75-commits.github.io/forcetracker/exercises/burpees.webp
kettlebell-swing,Kettlebell Swing,Full Body,glutes|hamstrings,lower-back|quads|abs|forearms,hip-hinge,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/kettlebell-swing.webp
arrache-haltere-dumbbell-snatch,Arraché Haltère (Dumbbell Snatch),Full Body,glutes|hamstrings|traps,quads|front-delt|side-delt|abs|forearms,halterophilie,8,true,
arrache-debout-muscle-snatch,Arraché Debout (Muscle Snatch),Full Body,glutes|hamstrings|traps,quads|front-delt|side-delt|abs|forearms,halterophilie,8,false,https://michdu75-commits.github.io/forcetracker/exercises/muscle-snatch-halterophilie.webp
thrusters-halteres,Thrusters Haltères,Full Body,quads|glutes|front-delt,triceps|abs|traps,poussee-verticale,8,false,
clean-jerk,Clean & Jerk,Full Body,glutes|quads|traps,hamstrings|front-delt|triceps|abs|forearms,halterophilie,8,false,https://michdu75-commits.github.io/forcetracker/exercises/epaule-jete-halterophilie.webp
battle-rope,Battle Rope,Full Body,front-delt|abs,lats|biceps|triceps|forearms|quads,cardio,8,false,https://michdu75-commits.github.io/forcetracker/exercises/battle-rope.webp
box-jump,Box Jump,Full Body,glutes|quads,calves|hamstrings|abs,saut-plyo,8,false,https://michdu75-commits.github.io/forcetracker/exercises/box-jump.webp
assault-air-bike,Assault Air Bike,Full Body,quads|front-delt,hamstrings|glutes|lats|abs,cardio,8,false,https://michdu75-commits.github.io/forcetracker/exercises/assault-air-bike.webp
ergometre-de-ski-ski-erg,Ergomètre de Ski (Ski Erg),Full Body,lats|abs|triceps,glutes|hamstrings|quads|forearms,cardio,8,false,https://michdu75-commits.github.io/forcetracker/exercises/ergometre-de-ski.webp
jumping-jack,Jumping Jack,Full Body,calves|side-delt,quads|glutes|abs|front-delt,saut-plyo,8,false,https://michdu75-commits.github.io/forcetracker/exercises/jumping-jack.webp
marche-de-l-ours-bear-crawl,Marche de l'Ours (Bear Crawl),Full Body,abs|front-delt|quads,obliques|triceps|glutes|calves,cardio,8,false,https://michdu75-commits.github.io/forcetracker/exercises/marche-de-lours-bear-crawl.webp
wall-ball,Wall Ball,Full Body,quads|glutes|front-delt,triceps|abs|calves,saut-plyo,8,false,https://michdu75-commits.github.io/forcetracker/exercises/wall-ball.webp
chariot-de-puissance-poussee,Chariot de Puissance — Poussée,Full Body,quads|glutes,calves|abs,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/chariot-poussee.webp
chariot-de-puissance-tirage-en-avancant,Chariot de Puissance — Tirage en Avançant,Full Body,lats|traps,rear-delt|biceps|forearms,tirage-horizontal,5.5,false,https://michdu75-commits.github.io/forcetracker/exercises/chariot-tirage-avance.webp
chariot-de-puissance-tirage-dos,Chariot de Puissance — Tirage Dos,Dos,lats|traps,rear-delt|biceps|forearms,tirage-horizontal,5.5,false,https://michdu75-commits.github.io/forcetracker/exercises/chariot-tirage-dos.webp
chariot-de-puissance-tirage-de-cote,Chariot de Puissance — Tirage de Côté,Dos,lats|traps,rear-delt|biceps|forearms|obliques,tirage-horizontal,5.5,false,https://michdu75-commits.github.io/forcetracker/exercises/chariot-tirage-de-cote.webp
chariot-de-puissance-tirage-inverse-jambes,Chariot de Puissance — Tirage Inversé Jambes,Jambes,quads,glutes|calves,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/chariot-tirage-inverse-jambes.webp
chariot-de-puissance-tirage-epaules,Chariot de Puissance — Tirage Épaules,Épaules,front-delt,side-delt|traps|abs,elevation-epaules,5.5,false,https://michdu75-commits.github.io/forcetracker/exercises/chariot-tirage-epaules.webp
chariot-de-puissance-fentes-arriere,Chariot de Puissance — Fentes Arrière,Jambes,quads|glutes,hamstrings|calves|abs,fente,6.5,true,https://michdu75-commits.github.io/forcetracker/exercises/chariot-fentes-arriere.webp
chariot-de-puissance-curl-biceps,Chariot de Puissance — Curl Biceps,Biceps,biceps,forearms,curl-biceps,4,false,https://michdu75-commits.github.io/forcetracker/exercises/chariot-curl-biceps.webp
chariot-de-puissance-extension-triceps,Chariot de Puissance — Extension Triceps,Triceps,triceps,front-delt,extension-triceps,4,false,https://michdu75-commits.github.io/forcetracker/exercises/chariot-extension-triceps.webp
